Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,County, Agency Name,Street,City, State,Zip,Agency Phone,Agency Contact,  Street ,City,State,Zip,"Minimum 
Age Served","Maximum 
Age Served",     Star Rating, Provider Type,Capacity,   Open Time,   Close Time,"Certificate 
Program
 Participant"," Offers
 Scholarships","   Offers 
   Sliding 
       Scale Fee     ","Offers 
Multi- Child Discount",Approved For Transportation,"Charges 
Fee for 
Transportation","Regulatory
Agency"," Regulatory 
Status", License Approval Date,Date Open,Near Public Transportation," Wheel 
Chair
 Accessible",  No Smoking ,  No Dogs ,  No Cats ,No Pets ,"   Child and  Adult
  Care Food 
      Program      Participant","   Program 
   Evaluator","Program
Evaluator
Phone Number"
,SHELBY,Kiddie Kollege Community Partner Pre-K,1980 E Person Avenue,Memphis,TN,38114,(901) 775-2814  ,Kathryn Bostick,Shelby County Schools Pre-K,Memphis,TN,38104,4YR,5YR,,Center,20,07:30 AM,02:30 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/21/2016,N,N,N,N,N,N,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,La Petite Cordova Community Part Pre-K,330 S. Walnut Bend,Cordova,TN,38018,(901) 755-7575  ,Kathryn Bostick,Shelby County Schools Pre-K,Memphis,TN,38104,4YR,5YR,,Center,20,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/21/2016,Y,Y,Y,Y,Y,Y,Y,JACKIE MCCALL,(901) 417-3598
,SHELBY,Southwest TN Macon Comm Part Pre-K,5983 Macon Cove,Memphis,TN,38134,(901) 774-3374  ,Kathryn Bostick,Shelby County Schools Pre-K,Memphis,TN,38104,3YR,5YR,,Center,40,08:00 AM,03:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/21/2016,Y,Y,Y,Y,Y,Y,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Westhaven Elementary School Pre-K,4585 Hodge Road,Memphis,TN,38109,(901) 416-2811  ,Jessica Whittier,4585 Hodge Road,Memphis,TN,38109,3YR,5YR,,Center,60,08:15 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/21/2016,N,Y,Y,N,N,Y,N,Tunyia Williams,(901) 229-5611
,SHELBY,Memphis Business Academy Comm Part Pre-K,1082 Berclair,Memphis,TN,38122,(901) 591-7267  ,Kathryn Bostick,Shelby County Schools pre-K Department,Memphis,TN,38104,4YR,5YR,,Center,60,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,2/1/2018,Y,Y,Y,Y,Y,Y,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Kingsbury Elementary School ELP,4055 Bayliss,Memphis,TN,38108,(901) 416-6020  ,,Shelby County Schools ELOP,Memphis,TN,38122,5YR,11YR,,Center,60,03:20 PM,06:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,2/1/2018,Y,Y,Y,N,N,Y,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Larose Elementary School ELP,864 South Wellington ,Memphis,TN,38126,(901) 416-7848  ,,Shelby County Schools ELOP,Memphis,TN,38122,5YR,11YR,,Center,60,03:15 PM,06:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,2/1/2018,Y,Y,Y,N,N,Y,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Horn Lake Road Lrn. Ctr. Comm Part Pre-K,3657 Horn Lake Road,Memphis,TN,38109,(901) 416-3450  ,Thessalonia Brown,130 Flicker Street,Memphis,TN,38104,4YR,5YR,,Center,40,08:00 AM,03:30 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/28/2016,Y,Y,Y,Y,Y,Y,N,Tunyia Williams,(901) 229-5611
,SHELBY,KinderCare Ridgeway Comm. Part. Pre-K,2941 Ridgeway Road,Memphis,TN,38115,(901) 795-6350  ,,130 Flicker Street,Memphis,TN,38104,3YR,5YR,,Center,20,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/28/2016,Y,Y,Y,Y,Y,Y,N,Tunyia Williams,(901) 229-5611
,SHELBY,Perea Community Partner Pre-K,1250 Vollintine Ave.,Memphis,TN,38107,(901) 416-3450  ,DEANNA MCCLENDON,130 Flicker Street,Memphis,TN,38104,4YR,5YR,,Center,40,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/28/2016,Y,Y,Y,Y,Y,Y,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,KinderCare Raines Comm. Partner Pre-K,6424 E. Raines Road,Memphis,TN,38115,(901) 416-4214  ,Qiana Holmes,130 Flicker Street,Memphis,TN,38104,4YR,5YR,,Center,20,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/30/2016,Y,Y,Y,Y,Y,Y,Y,Tunyia Williams,(901) 229-5611
,SHELBY,Riverdale Kiddie Community Partner Pre-K,4087 Riverdale Road,Memphis,TN,38115,(901) 416-2811  ,Tumika Perkins,130 Flicker Street,Memphis,TN,38104,4YR,5YR,,Center,40,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/7/2016,Y,Y,Y,Y,Y,Y,Y,Tunyia Williams,(901) 229-5611
,SHELBY,Hope House Community Partner Pre-K,27 S. Idlewild St.,Memphis,TN,38104,(901) 416-3450  ,DEANNA MCCLENDON,27 S. Idlewild St.,Memphis,TN,38104,4YR,5YR,,Center,20,07:30 AM,03:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/10/2016,Y,Y,Y,Y,Y,Y,Y,JACKIE MCCALL,(901) 417-3598
,SHELBY,Future Leaders Community Partner Pre-K,2341 Frayser Blvd,Memphis,TN,38127,(901) 354-8250  ,,130 Flicker Street,Memphis,TN,38104,4YR,5YR,,Center,40,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/17/2016,Y,Y,Y,Y,Y,Y,Y,Sharon Neely,(615) 741-0345
,SHELBY,Miriam Child Dev Community Partner Pre-K,6050 Summer Avenue,Memphis,TN,38134,(901) 323-8060  ,,130 Flicker Street,Memphist,TN,38104,4YR,5YR,,Center,34,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/17/2016,Y,Y,Y,Y,Y,Y,Y,Sharon Neely,(615) 741-0345
,SHELBY,Hickory Ridge Elementary Pre-K,3890 Hickory Hill Road,Memphis,TN,38115,(901) 416-3450  ,Aleace Scott,130 Flicker Street,Memphis,TN,38104,4YR,5YR,,Center,40,09:15 AM,04:15 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/1/2018,Y,Y,Y,Y,Y,Y,N,Tunyia Williams,(901) 229-5611
,SHELBY,Rozelle Elementary Pre-K,993 Roland Street,Memphis,TN,38114,(901) 416-4612  ,DEANNA MCCLENDON,993 Roland Street,Memphis,TN,38114,4YR,5YR,,Center,20,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,8/28/2017,Y,Y,Y,Y,Y,Y,Y,Sharon Neely,(615) 741-0345
,SHELBY,KIDazzle Community Partner Pre-K,3194 Independent Drive,Memphis,TN,38118,(901) 368-8444  ,Nakia Hall ,130 Flicker Street,Memphis,TN,38104,3YR,5YR,,Center,20,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,8/28/2017,Y,Y,Y,Y,Y,Y,Y,Tunyia Williams,(901) 229-5611
,SHELBY,Newberry Elementary School Pre-K,5540 Newberry Road,Memphis,TN,38115,(901) 416-2518  ,DeAnna McClendon,5540 Newberry Road,Memphis,TN,38115,4YR,5YR,,Center,20,08:15 AM,03:15 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,8/28/2017,Y,Y,Y,Y,Y,Y,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Treadwell Middle School ELP,920 N. Highland St.,Memphis,TN,38122,(901) 416-6100  ,,920 N. Highland St.,Memphis,TN,38122,11YR,14YR,,Center,60,03:15 PM,05:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,8/28/2017,Y,Y,Y,Y,Y,Y,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Vollentine Elementary ELP,1682 Vollintine Ave.,Memphis,TN,38107,(901) 416-4709  ,Tanya Kelly,1682 Vollintine Ave.,Memphis,TN,38107,5YR,12YR,,Center,60,03:30 AM,05:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,8/28/2017,Y,Y,Y,Y,Y,Y,N,Tunyia Williams,(901) 229-5611
,SHELBY,MASE Charter School,1254 Jefferson Avenue,Memphis,TN,38104,(901) 333-1580  ,,1254 Jefferson Avenue,Memphis,TN,38104,13YR,18YR,,Center,157,03:30 PM,06:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/28/2017,Y,Y,Y,Y,Y,Y,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Geeter K-8 ELP,4649 Horn Lake Rd.,Memphis,TN,38109,(901) 416-4709  ,Markel Vaughn,4649 Horn Lake Rd.,Memphis,TN,38109,4YR,13YR,,Center,60,03:15 PM,05:15 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/17/2019,N,N,N,N,N,N,Y,Tunyia Williams,(901) 229-5611
,SHELBY,Geeter K-8 Elementary Pre-K,4649 Horn Lake Road,Memphis,TN,38109,(901) 416-1540  ,Valarie Harris,130 Flicker St.,Memphis,TN,38104,4YR,5YR,,Center,40,08:00 AM,03:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,10/15/2020,N,N,N,N,N,N,Y,Tunyia Williams,(901) 229-5611
,SHELBY,Delano Elementary Pre-K,1716 Delano Ave.,Memphis,TN,38127,(901) 416-1540  ,Taylor Smith,1716 Delano Ave.,Memphis,TN,38127,4YR,5YR,,Center,40,07:45 AM,02:45 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/15/2020,N,N,N,N,N,N,Y,Tunyia Williams,(901) 229-5611
,SHELBY,SCS Hanley Head Start,2635 Spottswood Ave.,Memphis,TN,38114,(901) 416-2811  ,,130 Flicker Street,Memphis,TN,38104,3YR,5YR,,Center,200,08:15 AM,03:15 PM,N,N,N,N,N,N,Department Of Education,Approved,11/18/2021,8/19/2021,N,N,N,N,N,N,Y,Tunyia Williams,(901) 229-5611
,SHELBY,Alcy Elementary ELP,1750 Alcy Road,Memphis,TN,38106,(901) 416-7800  ,,1750 Alcy Road,Memphis,TN,38106,5YR,11YR,,Center,60,07:00 AM,08:00 AM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/22/2020,N,N,N,N,N,N,N,Sharon Neely,(615) 741-0345
,SHELBY,Parkway Village Elementary ELP,3000 Claudette Road,Memphis,TN,38118,(901) 416-0870  ,,3000 Claudette Road,Memphis,TN,38118,5YR,11YR,,Center,60,07:00 AM,08:00 AM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/22/2020,N,N,N,N,N,N,N,Sharon Neely,(615) 741-0345
,SHELBY,Parkway Village Elementary Pre-K,3000 Claudette Road,Memphis,TN,38118,(901) 416-3450  ,,3000 Claudette Road,Memphis,TN,38118,4YR,5YR,,Center,60,08:00 AM,03:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,10/27/2020,Y,Y,Y,Y,Y,Y,Y,Sharon Neely,(615) 741-0345
,SHELBY,Memphis Business Academy Gmtwn Comm PreK,4442 S. Germantown Road,Memphis,TN,38125,(901) 846-7105  ,,4442 S. Germantown Road,Memphis,TN,38125,4YR,5YR,,Center,20,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/8/2018,Y,Y,Y,Y,Y,Y,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Cromwell Elementary School Pre-K,4989 Cromwell Rd  ,Memphis,TN,38118,(901) 416-2500  ,,4989 Cromwell Rd  ,Memphis,TN,38118,,,,Center,40,,,N,N,N,N,N,N,Department Of Education,Approved,12/20/2021,12/20/2021,N,N,N,N,N,N,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Delano Head Start,1727 Oberle Ave,Memphis,TN,38127,(901) 416-2500  ,Kathyrn Bostick,1727 Oberle Ave,Memphis,TN,38127,,,,Center,200,,,N,N,N,N,N,N,Department Of Education,Approved,12/20/2021,12/20/2021,N,N,N,N,N,N,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Riverview School Pre-K,241 Majuba Avenue,Memphis,TN,38109,(901) 416-3450  ,Kathryn Bostick,Shelby County Schools Pre-K,Memphis,TN,38104,4YR,5YR,,Center,20,08:00 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/1/2017,N,N,N,N,N,N,Y,Tunyia Williams,(901) 229-5611
,SHELBY,ASD Corning @Frayser Achievem Elem Pre-K,1602 Dellwood Avenue ,Memphis,TN,38127,(901) 440-7517  ,,1219 Whitney Avenue ,Memphis,TN,38127,4YR,5YR,,Center,20,08:00 AM,04:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/29/2017,Y,Y,Y,Y,Y,Y,Y,Tunyia Williams,(901) 229-5611
,SHELBY,ASD Frayser Achievement Elementary Pre-K,1602 Dellwood Avenue,Memphis,TN,38127,(901) 440-7517  ,,1219 Whitney Ave.,Memphis,TN,38127,4YR,5YR,,Center,20,08:00 AM,03:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/29/2017,Y,Y,Y,Y,Y,Y,Y,Tunyia Williams,(901) 229-5611
,SHELBY,ASD Georgian Hills Achieve. Elem. Pre-K,3930 Lewier St. ,Memphis,TN,38127,(901) 440-7517  ,Valencia  Stone,1219 Whitney Ave.,Memphis,TN,38127,3YR,5YR,,Center,40,08:00 AM,03:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,10/4/2017,N,Y,Y,Y,Y,Y,Y,Tunyia Williams,(901) 229-5611
,SHELBY,ASD Whitney Achievement Elementary Pre-K,1219 Whitney  Ave.,Memphis,TN,38127,(901) 440-7517  ,Valencia  Stone,1219 Whitney  Ave.,Memphis,TN,38127,4YR,5YR,,Center,40,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/29/2017,Y,Y,Y,Y,Y,Y,Y,Tunyia Williams,(901) 229-5611
,SHELBY,Margolin Hebrew Academy Preschool,390 WHITE STATION RD,MEMPHIS,TN,38117,(901) 682-2409  ,Katie Minner,390 WHITE STATION RD,MEMPHIS,TN,38117,3YR,18YR,3,Center,56,07:45 AM,03:45 PM,N,Y,N,N,N,N,Department Of Education,Approved,10/1/2021,2/1/1976,Y,N,Y,Y,Y,Y,N,JACKIE MCCALL,(901) 417-3598
,SHELBY,Central Baptist School,5470 Raleigh LaGrange Road,Memphis,TN,38134,(901) 386-8161  ,Charity Tomlin,5470 Raleigh LaGrange Road,Memphis,TN,38134,3YR,5YR,,Center,100,08:00 AM,03:00 PM,N,Y,N,Y,N,N,Department Of Education,Approved,10/1/2021,10/13/2011,N,Y,Y,Y,Y,Y,N,Sharon Neely,(615) 741-0345
,SHELBY,First Assembly Christian Pre-K & Jr-K,8650 Walnut Grove Road,CORDOVA,TN,38018,(901) 458-5543  ,Merilyn Turman,Merilyn Turman,CORDOVA,TN,38018,3YR,5YR,,Center,60,08:00 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,2/4/1997,N,N,N,N,N,N,N,Kristi Munson,(901) 569-3473
,SHELBY,REACH Before and After School- Dogwood,8945 Dogwood Road,Germantown,TN,38139,(901) 757-7389  ,Veda Sargent,2276 West Street,Germantown,TN,38138,5YR,12YR,3,Center,99,07:00 AM,06:00 PM,N,N,N,Y,N,N,DHS Licensing,Licensed,12/1/2020,8/4/2014,N,N,Y,Y,Y,Y,N,ARTRICIA POLK,(901) 543-6372
,SHELBY,REACH Before and After School-Riverdale,7391 Neshoba Road,Germantown,TN,38138,(901) 757-7389  ,Baylee Street,2276 West Street,Germantown,TN,38138,5YR,12YR,3,Center,99,07:00 AM,06:00 PM,N,N,N,Y,N,N,DHS Licensing,Licensed,12/1/2020,8/12/2016,N,Y,Y,Y,Y,Y,N,Annette Fleming,(901) 543-6127
,SHELBY,REACH Before and After School Farmington,2085 Cordes,Germantown,TN,38138,(901) 757-7389  ,Baylee Street,2276 West St.,Germantown,TN,38138,5YR,12YR,3,Center,99,07:00 AM,06:00 PM,N,N,N,Y,N,N,DHS Licensing,Licensed,12/1/2020,8/12/2016,N,Y,Y,Y,Y,Y,N,Annette Fleming,(901) 543-6127
,SHELBY,Germantown Athletic Club,1801 Exeter Road,Germantown,TN,38138,(901) 751-5710  ,Leala  McLaughlin,1801 Exeter Road,Germantown,TN,38138,8WK,11YR,,Drop In,81,08:00 AM,08:00 PM,N,N,N,N,N,N,DHS Licensing,Licensed,10/1/2021,10/1/2016,Y,Y,Y,Y,Y,Y,N,Teri Brooks,(901) 543-7964
,SHELBY,REACH Before and AfterSchool Forest Hill,3368 Forest Hill Irene Road,Germantown,TN,38138,(901) 751-5692  ,Baylee Street,2276 West Street,Germantown,TN,38138,5YR,12YR,3,Center,99,07:00 AM,06:00 PM,N,N,N,Y,N,N,DHS Licensing,Licensed,3/1/2021,11/4/2019,Y,Y,Y,Y,Y,Y,N,Annette Fleming,(901) 543-6127
,SHELBY,Kingsway Childcare & Learning Center,7887 Poplar Ave,Germantown,TN,38138,(901) 683-3525  ,Kathleen   Raines,7887 Poplar Ave,Germantown,TN,38138,6WK,5YR,3,Center,98,07:00 AM,05:45 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,5/1/2021,1/9/2006,Y,Y,Y,N,N,Y,N,Paula Green,(901) 528-5299
,SHELBY,Germantown Presbyterian Preschool,2363 South Germantown Road South,Germantown,TN,38138,(901) 753-6221  ,Jennifer Gentry,2363 South Germantown Road South,Germantown,TN,38138,9MO,5YR,3,Center,99,09:00 AM,02:00 PM,N,Y,N,N,N,N,DHS Licensing,Licensed,1/1/2021,9/12/1989,N,Y,Y,Y,Y,N,N,Demaika Bodie,(901) 543-3666
,SHELBY,Kindercare Learning Center @ Bartlett,6000 Bartlett Center Dr,Bartlett,TN,38134,(901) 373-9184  ,Shelonda Threatt,6000 Bartlett Center Dr,Bartlett,TN,38134,6WK,12YR,3,Center,135,06:00 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,10/1/2021,7/12/1988,Y,Y,Y,Y,Y,Y,N,Deborah Shannon,(901) 543-3599
,SHELBY,Knowledge Lrng Corp dba KLC/Ridgeway,2941 Ridgeway Road,Memphis,TN,38115,(901) 795-6350  ,Tammie  Richardson,2941 Ridgeway Road,Memphis,TN,38115,6WK,12YR,3,Center,135,06:00 AM,06:00 PM,Y,N,N,Y,Y,N,DHS Licensing,Licensed,5/1/2021,2/28/1989,Y,Y,Y,Y,Y,N,Y,CHRISTINE SMITH,(901) 543-6329
,SHELBY,Christian Kids KinderCare Learning Cntr,3038 Johnson Rd,Germantown,TN,38139,(901) 751-2222  ,Priscilla  Dancy,3038 Johnson Rd,Germantown,TN,38139,6WK,12YR,3,Center,199,06:30 AM,06:30 PM,Y,Y,N,Y,Y,N,DHS Licensing,Licensed,4/1/2020,1/5/1996,Y,Y,Y,Y,Y,Y,N,Tatoyra Grady,(901) 543-2585
,SHELBY,Balmoral Baptist  Church Pre-School,2676 Kirby Rd.,Memphis,TN,38119,(901) 754-2302  ,Janice Holifield,2676 Kirby Rd.,Memphis,TN,38119,6WK,5YR,3,Center,99,06:30 AM,06:00 PM,N,N,N,Y,N,N,DHS Licensing,Licensed,2/1/2021,11/1/1991,N,Y,Y,Y,Y,Y,N,Cathy Woodward-Genesy,(901) 543-6001
,SHELBY,Circles of Success Pre-K,867 S. Parkway East,Memphis,TN,38106,(901) 322-7978  ,,867 S. Parkway East,Memphis,TN,38106,,,,Center,,,,N,N,N,N,N,N,Department Of Education,Approved,2/3/2022,11/2/2021,N,N,N,N,N,N,N,Sharon Neely,(615) 741-0345
,SHELBY,Lisa's Little Angels Family Day Home,2054 Belover Drive,Memphis,TN,38127,(901) 357-2560  ,Leslie Cole,P.O. Box 27517,Memphis,TN,38127,6WK,12YR,3,Family,7,06:00 AM,11:59 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,11/1/2021,6/10/2003,Y,Y,Y,Y,Y,Y,N,Cathy Woodward-Genesy,(901) 543-6001
,SHELBY,Lisa's Little Angels Family Day Home #2,4302 Coventry Drive,Memphis,TN,38127,(901) 500-5220  ,Leslie Cole,P.O. Box 27517,Memphis,TN,38127,6WK,12YR,3,Family,7,06:00 AM,11:59 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,8/1/2021,8/1/2004,Y,N,Y,Y,Y,Y,Y,Cathy Woodward-Genesy,(901) 543-6001
,SHELBY,Big Baby's Family Child Care Center,2003 Corning,Memphis,TN,38127,(901) 353-1915  ,Leslie  Cole,: P.O. Box 27517,Memphis,TN,38127,6WK,12YR,3,Family,7,06:00 AM,11:59 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,9/1/2021,9/1/2007,Y,N,Y,Y,Y,Y,Y,Cathy Woodward-Genesy,(901) 543-6001
,SHELBY,The Light Family Child Care Home,1629 Janis Drive,Memphis,TN,38116,(901) 346-2327  ,Rosalyn Scott,1629 Janis Drive,Memphis,TN,38116,6WK,12YR,3,Family,7,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,2/1/2021,9/24/2002,Y,N,Y,Y,Y,Y,Y,Demaika Bodie,(901) 543-3666
,SHELBY,"Red Robin's  Academy of Learning, INC",3311 Kimball,Memphis,TN,38111,(901) 743-3531  ,Robin Mayweather,4021 Lucinda Cove,Memphis,TN,38125,6WK,12YR,3,Center,76,06:30 AM,06:00 PM,Y,Y,N,N,N,Y,DHS Licensing,Licensed,6/1/2021,8/7/2015,Y,Y,Y,N,Y,N,N,Deborah Shannon,(901) 543-3599
,SHELBY,God's Little Angels Family Day Home,1075 Philadelphia,Memphis,TN,38104,(901) 251-6825  ,Kimberly Wadlington-Arne,1075 Philadelphia,Memphis,TN,38104,6WK,12YR,3,Family,7,07:00 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,5/1/2021,4/8/2002,Y,N,Y,Y,Y,Y,Y,Dennis Fant,(901) 543-2479
,SHELBY,"Bilingual Academy Memphis, Inc.",5462 E. Holmes Road,Memphis,TN,38118,(901) 289-1803  ,Kim Bouie-Palmer,5462 E. Holmes Road,Memphis,TN,38118,6WK,12YR,3,Center,97,06:00 AM,06:00 PM,Y,Y,N,N,N,N,DHS Licensing,Licensed,7/1/2021,8/19/2012,Y,Y,Y,Y,Y,Y,Y,Annette Fleming,(901) 543-6127
,SHELBY,Magic Kidz Learning Center,3363 Park Ave,Memphis,TN,38111,(901) 323-0051  ,Glenda  Anderson,3363 Park Ave,Memphis,TN,38111,6WK,12YR,3,Center,16,05:00 AM,11:59 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,3/1/2021,11/10/2010,Y,Y,Y,Y,Y,Y,Y,CHRISTINE SMITH,(901) 543-6329
,SHELBY,Magic Kidz Group Home  ,3359 Park Ave.,Memphis,TN,38111,(901) 323-0051  ,Diannah Hamer,3359 Park Ave.,Memphis,TN,38111,6WK,12YR,3,Group,12,05:00 AM,12:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,5/1/2021,1/26/2015,Y,Y,Y,Y,Y,Y,Y,CHRISTINE SMITH,(901) 543-6329
,SHELBY,The Academy Performing Arts Preschool,1643 Madison,Memphis,TN,38104,(901) 276-8781  ,Dr. Teramena  Oliver,1651  Madison,Memphis,TN,38104,6WK,12YR,3,Center,44,07:00 AM,06:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,6/1/2021,2/14/2002,Y,Y,Y,Y,Y,Y,Y,Cathy Woodward-Genesy,(901) 543-6001
,SHELBY,Open Heart's Home Care,4238 Argonne St,Memphis,TN,38127,(901) 650-3561  ,Janice Burnett,4238 Argonne St,Memphis,TN,38127,6WK,12YR,3,Family,7,07:00 AM,06:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,2/1/2021,8/16/2001,Y,N,Y,Y,Y,Y,N,Freda Adams,(901) 543-7716
,SHELBY,Deb's Enrichment Center,846 Loeb Street,Memphis,TN,38111,(901) 734-8539  ,Deborah Brown,846 Loeb Street,Memphis,TN,38111,6WK,12YR,3,Center,24,05:00 AM,07:00 PM,Y,Y,N,Y,N,N,DHS Licensing,Licensed,1/1/2021,9/1/2012,Y,Y,Y,Y,Y,Y,N,Tiffany Faulkner,(901) 543-6044
,SHELBY,Angels of Destiny Family Child Care Home,6171 Molsonwood Cove,Bartlett,TN,38135,(901) 373-5908  ,Sonita Cummings,6171 Molsonwood Cove,Bartlett,TN,38135,6WK,12YR,3,Family,7,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,5/1/2021,5/1/2004,N,Y,Y,N,Y,N,Y,Tatoyra Grady,(901) 543-2585
,SHELBY,Laverne's FCCH,4302 Sheffield Avenue,Memphis,TN,38118,(901) 590-9751  ,Laverne Baker,4302 Sheffield Avenue,Memphis,TN,38118,6WK,12YR,3,Family,7,05:30 AM,12:00 AM,Y,N,N,N,N,N,DHS Licensing,Licensed,7/1/2021,7/1/1996,Y,N,Y,Y,Y,Y,Y,Lanell Hodges,(901) 578-4267
,SHELBY,St. Louis Preschool,5192 Shady Grove Road,Memphis,TN,38117,(901) 255-1909  ,Kendall Lucchesi,5192 Shady Grove Road,Memphis,TN,38117,3YR,5YR,,Center,72,07:30 AM,02:50 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/2/2010,N,Y,Y,N,N,Y,N,Tunyia Williams,(901) 229-5611
,SHELBY,St. Louis Catholic School After Care,5192 Shady Grove Rd.,Memphis,TN,38117,(901) 907-6124  ,LORI TUCKER,5192 Shady Grove Rd.,Memphis,TN,38117,3YR,12YR,,Center,140,02:00 AM,06:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/16/2012,Y,Y,Y,Y,Y,Y,N,Tunyia Williams,(901) 229-5611
,SHELBY,Angels Being Prepared Inc.,2397 Wellons,Memphis,TN,38127,(901) 503-7663  ,Bobbie  Johnson,2397 Wellons,Memphis,TN,38127,6WK,12YR,3,Family,7,06:30 AM,06:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,11/1/2020,7/2/2014,Y,N,Y,N,Y,N,Y,Tiffany Faulkner,(901) 543-6044
,SHELBY,On Demand Child Care,3182 Covington Pike,Memphis,TN,38128,(901) 623-6088  ,Lekia Davis,3182 Covington Pike,Memphis,TN,38128,6WK,12YR,3,Family,7,05:30 AM,11:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,9/1/2021,5/13/2019,Y,N,Y,Y,Y,Y,Y,Liz Vail,
,SHELBY,Cozy Corner for Infants & Toddlers,4028 Battlefield Drive,Memphis,TN,38128,(901) 428-9668  ,Cathy Holliday,4028 Battlefield Drive,Memphis,TN,38128,6WK,12YR,3,Family,12,05:00 AM,11:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,4/1/2021,12/18/2017,Y,Y,Y,Y,Y,Y,Y,NAOMI JONES,(901) 543-6006
